TEA,SLN,adupopE,adupopM,popE,popM,belpovE,belpovM,kidsE,kidsM,cbpE,cbpM,u5E,u5m,u5bpE,u5bpM,econ_5t17E,econ_5t17M,econ_5t17b,econ_5t1_1,juvpopE,juvpopM,unemE,juvunemE,urE,urM,medincM,pyrE,pyrM,AreaSqMi,blockcount,lwjobs,mwjobs,totjobs,paydayct,creditunio,retailbank,medincE,MEAN_eco_2,econ_popov,econ_pop_1
183,183,36074.6329443,3900.18375404,46676.0278485,5231.57866673,14277.7400686,4970.80356399,12703.0402396,3275.54513502,5489.38678431,2926.54742754,2747.65796024,1392.74611544,1339.83083806,1129.32971688,9955.38227938,3039.60404811,4149.55594625,2446.73006641,6070.37261444,2097.52302646,3200.62530044,2090.6264859,8.86932122658,4.94792689003,6473.57801522,25.3095821875,43.9763316729,12.5663706144,102,1103,1523,3849,2,1,4,21137.3355771,4306.18217061,36077,3894
210,210,37396.573137,3321.23064533,51717.5276525,4581.39435025,11066.9998138,4376.05197515,16092.8453038,3060.52792068,4661.40245856,2363.6364765,4420.90132742,1715.94506198,1200.6357704,882.083752177,11671.9439764,2499.19378112,3460.76668816,1878.86863375,7542.37943184,2028.28542063,2418.7961866,1732.81359739,8.39553331729,3.89026450636,8753.79429949,25.707443555,23.4127703406,12.5663706144,145,2460,6413,15000,3,1,4,23606.2635136,3371.68565394,37394,3311
213,213,34944.6993753,3630.98713987,46170.4974708,5259.53819915,13314.0237893,5003.78105973,12809.5320744,3574.6555336,5570.15656566,3197.82060984,2698.8457307,1373.84206377,1506.8684289,1140.88093295,10110.6863437,3245.63451203,4063.28813676,2619.70664771,5584.7129941,1957.20682235,2565.41974131,1608.52814137,8.29594964066,4.72798289981,6441.4038637,29.3901925388,41.5892736762,12.5663706144,101,1143,1707,3929,2,2,2,23405.9162362,4859.90661447,34942,3625
215,215,29142.0952717,3293.23427267,37889.1237384,4511.02763676,11050.0801827,3803.33656094,10132.4108125,2783.77106795,4051.37213992,2186.86769676,1989.73686701,1093.70521566,862.816920436,694.024706427,8142.67394544,2519.9351855,3188.55521948,1912.04621012,4530.92411385,1667.06462478,2698.19002966,990.197332474,9.32642076434,5.52466185288,6198.84673226,17.2962296413,38.951457415,12.5663706144,87,848,1365,3316,1,0,3,20086.4987323,4248.50036405,29141,3287
277,277,33490.6928914,3158.47368107,45949.4444836,4387.07082758,10657.4681347,4074.42991656,14119.3885069,2871.55063236,4286.69388749,2177.71167785,4097.13402136,1647.2540312,1141.64602865,857.814878805,10022.2544856,2237.88534239,3145.04785885,1654.95166875,6865.53331009,1988.27021748,2616.95336352,2460.30808474,9.00970700266,4.2445795543,9118.38412395,38.1898820321,28.7829780302,12.5663706144,158,2662,6362,16480,3,1,4,24443.802135,3673.27294458,33488,3149
219,219,38325.1904255,3893.52838951,50961.9686244,5522.57921262,15224.5665704,5408.64481781,14774.5895669,3709.42834908,6561.16475704,3436.39714964,3713.80286206,1677.15026688,1788.87266399,1367.30612859,11060.7867048,3289.71739954,4772.29209305,2752.89338072,6881.1156154,2249.37031311,2979.73021209,2449.35572314,7.78612886984,4.28552075408,7146.41641236,35.3094188515,40.9421089408,12.5663706144,120,1764,2098,5482,3,2,5,23309.5786492,4237.28084874,38328,3884
225,225,42442.1455081,3958.55697903,57636.5699942,5652.65052259,14609.9460744,5333.89966238,17615.4577563,3835.95293303,6285.19120895,3261.09401413,5054.09031012,2030.96220391,1860.1209577,1351.19629457,12561.3674462,3105.52999948,4425.07025125,2439.16715419,8851.99680793,2498.5827936,3583.24944287,4090.29430776,8.3363974918,3.90649825448,8620.89415987,45.675721317,37.1859326389,12.5663706144,162,2493,4009,9795,7,1,9,24676.8971184,3604.56603028,42440,3948
274,274,33330.3060712,2948.36840276,46466.1170418,4182.31612614,10304.9662843,3960.7771224,14541.2256955,2783.06725567,4501.65340323,2181.15696408,3956.45866455,1530.50887085,1157.11002949,811.191153028,10584.7670309,2303.12136382,3344.54337374,1763.56189493,6768.08522814,1766.84366002,1891.62797281,1091.76965171,6.90815533849,3.38806795385,8437.73387129,18.9382280513,25.1259062635,12.5663706144,133,1882,4413,10605,0,1,2,22739.2572041,3129.23622358,33327,2933
236,236,17151.0685387,1743.5748667,24249.7087108,2437.61883009,6226.30162697,2321.72057666,7823.86359861,1601.71071018,2950.40033664,1363.89515125,2150.3234862,834.577285167,743.701066062,495.22304374,5673.54011241,1352.20245041,2206.69927058,1128.06126656,3525.50568096,1021.81946063,971.226974066,483.736793452,5.44019253229,3.06940137862,8901.32739352,14.6020508128,34.4145905566,12.5663706144,83,1035,2809,5498,0,1,0,22213.2130343,3205.51174529,17151,1738
164,164,50778.6736773,4543.95371009,69888.6445183,6483.83437118,16352.4430215,5745.41817766,21243.7955081,4338.22314714,7523.8130367,3419.57449977,5768.76069,2184.41083208,1991.55443483,1328.85091575,15475.0348181,3669.29701719,5532.25860187,2732.32711894,10249.5102399,2631.01222606,2860.51577984,1737.2974094,5.88524327902,3.18610969854,10364.5911614,17.5768086358,30.0760207752,12.5663706144,213,3969,6835,16401,11,1,11,23662.4525132,2941.44283425,50777,4520
287,287,46497.1147427,4021.65747141,64349.1422857,5779.31191012,14906.3526896,5402.11916563,19804.3422,3856.34273323,6673.80639443,3092.0380833,5434.0183885,2036.16431953,1733.06431941,1155.18884042,14370.3238115,3225.16996061,4940.74207502,2483.66359363,9396.71278138,2341.64876214,2478.66112916,1548.93057957,5.67863763081,2.99697847315,10001.2965088,17.8294594002,26.3644935129,12.5663706144,178,2740,4745,10240,6,1,6,23288.5662068,2869.90645162,46501,3996
114,114,41476.7146703,4790.36642108,56197.1206355,6588.0099277,18956.0670813,6018.0446912,16466.6636179,3868.92829484,7354.44081735,3638.08354533,3930.92729811,1768.99569223,1927.01181639,1415.99893716,12535.7363198,3261.70402826,5427.42900096,2872.95071268,6788.73259545,2270.39258115,4013.2360686,3088.90387829,9.22808875601,5.65352677372,6368.34544394,42.623865681,58.3854559031,12.5663706144,129,1155,1214,3292,4,3,4,18578.7988927,3029.23321931,41473,4777
115,115,50900.4003937,5391.66898438,70150.0198985,7694.48396925,19987.023461,6897.78217782,21875.7409198,4763.47712826,8429.2660643,4276.91238683,5664.48466463,2264.36175691,2490.77824273,1765.64264106,16211.2562551,3947.473338,5938.48782157,3264.84241277,10008.0581925,2926.09737879,5227.58176368,5397.90762251,10.3136172226,5.24306168763,6854.00910675,54.0249665236,50.778134515,12.5663706144,260,4387,6391,14783,19,2,7,20676.133319,3081.45098084,50897,5365
118,118,25467.6087121,3129.47680324,34433.0752196,4407.71669086,12800.7377171,3929.48755795,9757.25467503,2617.61481428,4775.7111066,2355.68564202,2506.4171916,1203.3866588,1262.73128985,909.163159176,7250.83748343,2139.40198871,3512.97981675,1892.15396301,3861.86018747,1427.52060862,2373.73112628,1329.6915448,8.34426765167,5.65830892083,6463.71809164,32.4291322141,64.9445845692,12.5663706144,101,902,1063,3209,4,4,4,17647.4466811,3290.57165801,25459,3124
6,6,45921.0605532,3980.06272046,56031.3973144,5054.47841862,7194.26602938,2970.03822456,11859.5742734,2525.1995813,2380.12398174,1475.18684647,3689.39542757,1592.11129758,858.857728904,721.119629057,8170.17884585,2077.70908395,1521.26625284,1091.74822286,5946.14849508,1909.75217791,1655.07817732,1001.72193479,2.96746081902,2.35308074141,17099.9385763,16.8888226396,67.2555780288,12.5663706144,441,14004,18163,61770,7,2,44,67783.1370329,12078.1620824,45923,3983
15,15,13558.1898519,1357.53982356,19700.3577698,1884.51923869,4306.7683638,1569.0198363,7096.47552846,1265.13770184,2074.66688093,989.361373667,1994.78997276,592.561707635,635.836338294,407.788105206,5101.68555571,1085.96453897,1438.83054264,733.370920093,2678.74489326,679.277244111,632.974454871,646.6088537,4.66474497799,2.70795759853,7790.82048141,20.2809464542,23.1394123123,12.5663706144,68,399,663,1702,0,0,0,23072.7293417,3049.0816562,13558,1358
380,380,6840.27424038,556.767723828,7892.5056696,685.274937692,1927.29321833,642.07229331,2309.38387173,489.152026506,865.396427608,395.086765686,531.281915374,222.754683332,175.656069394,141.627648484,1778.10195636,407.181196226,689.740358214,315.052522989,1136.15200018,332.308049565,607.013301668,390.629023698,8.42912567845,4.43530463564,5894.89441313,27.3173191084,54.3939363995,12.5663706144,38,1042,1366,3667,0,0,0,19929.1975263,2481.10374881,6841,555
23,23,28558.8681485,2948.01264235,38743.6512299,4422.95876197,12111.5700202,3903.96720502,11245.2147354,3046.30742527,4953.62572768,2522.49023117,2894.83624023,1275.99634598,1615.77003727,992.938605379,8350.37849512,2559.32793286,3337.85569041,1930.34310612,4725.04243106,1590.87005402,2585.02931922,1630.03923352,12.2177653185,7.11948966439,5297.07961568,49.1262763021,47.524163907,12.5663706144,132,3868,5801,15289,6,2,6,21367.5087845,3589.34302499,28563,2946
32,32,35471.675654,4350.84333665,43360.3239853,5612.25549783,13798.0647811,4402.91076145,9203.1605507,2987.67654412,4182.814995,2496.49678048,2756.65573491,1469.24549556,1225.16605827,1019.2901027,6446.50481579,2355.47692575,2957.64893673,1878.30047296,4875.00051779,1987.94255681,2772.70356489,1361.46528211,8.47001444758,5.18932992753,8087.33680922,28.9893685975,65.2474840433,12.5663706144,493,8199,15295,58868,12,3,13,23736.7905327,4485.71872454,35469,4344
24,24,91697.7451159,9111.56754697,101758.784649,10625.2762281,14324.9760199,5772.5173,11710.5160204,4005.66977223,3517.6517438,2570.29088992,4071.31611294,2350.26217917,1230.17539595,1327.34070615,7639.19990743,3029.07628036,2287.47634785,1893.96020081,11684.8333565,4489.58630424,2650.45453394,1196.06416377,2.98334890581,2.5120773479,15824.7059571,10.4560804338,44.1936085209,12.5663706144,992,28126,49235,209962,20,9,67,55524.841076,8360.26831759,91703,9100
22,22,55355.3268947,5550.51319508,68742.1334285,7421.3510589,13486.7615897,5161.85025143,14694.0110856,3948.20018658,4707.85923581,2935.98540477,4932.47726153,2105.92653595,1421.10181182,1261.26847021,9761.53382405,3209.06992083,3286.75742398,2293.68793033,6919.85117472,2468.45224346,2386.51287265,2074.30133329,3.99102017369,2.71616182292,15592.4096674,31.4388867,60.1327640915,12.5663706144,564,6157,6927,20199,11,1,10,43780.6703768,5330.1348332,55344,5540
12,12,25714.08571,2361.06085951,32584.1447808,3413.63132276,9422.46426685,2936.85929477,9324.77076386,2081.91994408,3896.69049639,1718.88559929,2656.74867352,1062.29078959,1098.06097026,714.009560746,6668.02209034,1800.88949756,2798.62952613,1399.4515387,4847.98655381,1288.24394528,2001.09429508,1409.52886638,7.72997668606,4.56216497756,7116.66902257,29.4231333142,50.1511526926,12.5663706144,232,4654,11468,33078,3,0,7,21918.1108108,3223.69075182,25712,2348
2,2,44344.5681856,4449.86447294,57573.7114369,6521.44200017,13419.4228576,5045.65040285,15101.9598697,3993.10702163,5355.55683074,3105.38335069,4036.12967375,1978.0556822,1516.56596146,1311.5547983,11065.8301959,3248.88536824,3838.99086928,2379.8870736,7271.86377679,2348.0402234,3600.71180535,4165.71045564,8.40859022219,4.44018709062,7495.79831876,55.6132128456,55.7772439763,12.5663706144,386,6384,11189,27442,9,2,7,27066.0259032,4892.97018644,44345,4424
18,18,59320.516226,5577.27406816,79502.0344596,8059.18586204,17564.8818951,6454.54111275,22723.7888447,5231.7483555,7869.20731582,3993.53760878,6289.21368728,2467.23241484,2203.56705782,1550.96630922,16434.5751574,4423.08646451,5665.640258,3120.86346046,11137.7308015,3099.18739939,3886.91237696,3768.07822203,6.37945901428,3.39701622547,8677.77329696,35.7669881425,42.9073406674,12.5663706144,371,5757,10405,22609,16,0,10,26850.9175479,3904.3896296,59326,5543
1,1,51040.9006236,4497.42792269,67905.4222428,6566.82488033,12654.7172461,5145.4904985,18562.8097373,4021.17588852,5187.54731955,2962.18287367,5598.30227237,2258.45014249,1584.0823282,1278.28159188,12964.5074649,3121.37040235,3603.46499135,2150.69430441,8010.50886944,2540.09472962,2485.32733469,1849.00760601,4.3156599034,2.66179580613,8715.71574475,19.4986404559,38.1444322086,12.5663706144,256,2672,3885,9890,11,3,7,33103.0511839,4917.8360543,51044,4496
8,8,37566.3314042,3456.87701042,51300.9989399,4956.06927675,12159.9049281,4571.2978555,15519.7495737,3309.85666534,4973.2937946,2565.15048042,4385.48737441,1812.35741144,1272.91646592,952.401471002,11134.2621993,2583.17981873,3700.37732868,1974.81380894,7498.79133479,2115.18727175,2822.93674415,2868.25963858,8.24821157248,3.98169078229,8780.71893944,39.5473681163,32.5113165372,12.5663706144,163,2638,5224,12557,6,1,6,24660.3300235,3479.32202246,37556,3440
5,5,32373.5024466,2924.06342318,45071.0144626,4090.85322457,9822.17053508,3847.57706209,14120.5167691,2701.59502026,4230.05926332,2103.59756252,3825.22194325,1498.13915048,1064.94241377,772.154385387,10295.2948258,2234.15034292,3165.11684955,1702.19917678,6571.04843404,1761.48832878,1925.86136141,1111.28590081,7.53318985778,3.61450091015,8114.83386293,20.2320231651,24.6341177366,12.5663706144,127,1814,4563,10791,0,1,2,22817.9662881,3219.71083246,32365,2914
60,60,50234.3585087,5435.11026647,68126.0452554,7328.06239024,21133.8701537,6904.31205421,20828.1838798,4385.37038671,8431.67339906,4107.0169065,5426.02257369,2180.22532362,2436.30054873,1774.72842576,15402.1613061,3717.79669199,5995.37285034,3166.53532081,9869.51377712,2955.18293093,5059.05415203,4654.56620194,9.84517683097,5.20692592109,6702.41295574,43.2985174676,52.2029286791,12.5663706144,176,1863,1996,5391,12,1,9,19780.4399113,3048.62979322,50229,5411
44,44,43070.300009,3625.69689465,55711.3808976,4723.69745422,7531.97252485,2892.39432894,14280.9985604,2492.04063323,3277.56064501,1541.18847894,4071.89688055,1415.28218488,1116.31293003,752.768353372,10209.1016799,2193.64938375,2161.24771498,1080.17177714,6342.24701889,1843.86509474,1777.31122021,1888.09376271,3.12137665226,4.18179421985,17474.7226189,19.2242666893,69.0626426334,12.5663706144,320,3800,4931,13418,7,0,5,57782.0933106,9048.31089225,43065,3612
54,54,37445.3572218,3223.80853116,45539.8944849,4011.02265552,2366.06257392,1521.43629787,9289.13405501,1927.974881,592.992245707,684.620800831,2688.65969042,1125.11755398,199.873086538,312.471378991,6600.4743646,1771.32190337,393.119159169,509.764594577,4502.19021333,1601.73919442,1189.99258458,739.414491822,3.00574335556,2.15561959665,17611.4297276,14.8517063375,67.6237887192,12.5663706144,322,8686,12945,38519,4,1,10,52471.9233769,7756.39396646,37443,3207
56,56,43112.7874942,3546.54437264,53302.9434409,4867.49061944,5013.75076495,2545.09825956,11594.1847094,2815.30374828,2003.36191706,1424.71034307,3615.97570369,1715.91180801,507.987827558,628.298014097,7978.20900573,2270.28634834,1495.3740895,1141.52040727,5724.11580931,2023.34263606,1392.13476133,937.492899275,2.55019940559,1.95591168491,15611.5161366,8.35860125875,66.9870982469,12.5663706144,368,16218,24371,87348,8,5,25,62866.0578351,10404.3645032,43111,3540
83,83,67410.7048836,6211.4732628,81846.6784731,8217.11754433,13777.4635352,5447.14788571,16873.8533736,4275.59020627,4596.92285436,2796.31164528,6299.64441621,2636.06543781,1667.07605005,1350.17699855,10574.2089574,3389.8721982,2929.8468043,2001.58853226,10114.045524,3321.32020339,2919.81499212,2123.55438067,3.71084923347,2.7580347314,17288.114498,18.3289574915,56.0431124521,12.5663706144,418,15393,18637,61523,17,1,25,49735.3067266,8200.12591417,67412,6212
46,46,44541.800817,4293.59392609,65188.2630165,6250.23436739,17242.9642826,5930.31471577,23057.6739099,3759.96602981,8043.08440781,3615.72241231,5720.71349263,2022.61659187,1962.88668421,1336.01117246,17336.9604172,3365.41086834,6080.1977236,2940.33220881,9555.72570574,2590.30445839,2243.82929956,2935.19168611,4.98057138061,3.12945317833,6412.13826894,28.6776702045,29.2386001373,12.5663706144,149,1438,2173,5288,8,0,4,22352.5001892,2702.86860852,44536,4287
45,45,28273.4529828,2974.81076297,40826.3332581,4473.02398293,12413.7241947,4031.20260912,13997.3278126,2778.82285341,6182.95873323,2539.26934865,4016.98231826,1472.26671629,1906.01291192,1094.43223274,9980.34549429,2305.98114287,4276.94582131,1949.15177144,6150.39181908,1730.51107505,1117.58085638,343.262357395,4.49890580119,3.16565134915,6757.6830202,4.17026022235,48.2263185257,12.5663706144,97,1106,1528,4130,8,0,3,20461.2945265,3108.5342699,28270,2967
52,52,41555.5188194,4125.82578478,58950.0708958,6119.68858918,15541.0700085,5574.15806334,19602.5389347,3921.82310091,7360.4685715,3475.57679968,5361.44627053,1899.29067556,1765.67370918,1242.76421022,14241.0926642,3369.14249905,5594.79486232,2861.54357825,8744.86488104,2367.6444959,1780.11003377,2152.08107423,4.63770810337,3.51807710995,6731.10495608,21.6610614167,33.9404267156,12.5663706144,164,2227,3857,9358,8,0,4,22933.252049,3215.08895229,41544,4116
352,352,36316.7803292,3360.54094874,52881.2436587,4882.44685736,14043.647336,4635.69073659,18542.1191506,3031.84973786,6381.97973758,2775.61461868,4551.08981092,1676.78137773,1624.65906639,1046.26427439,13991.0293396,2679.75805728,4757.32067119,2211.47287643,7559.94965031,2000.53061407,1863.16145483,1653.42681535,5.17762307914,2.9132361175,6869.07021449,20.695932374,25.6133615172,12.5663706144,140,1698,2932,6876,4,0,1,22527.422507,3028.90288679,36317,3363
42,42,38298.7083753,3900.60691098,50919.5447239,5540.9539121,15259.8947787,5429.42843521,14741.355241,3728.06759894,6572.2457691,3454.51460319,3673.5357659,1668.10204494,1787.9253208,1366.75412211,11067.8194751,3311.08221687,4784.32044829,2771.32164309,6830.20466397,2243.05945239,2952.90247672,2393.29909306,7.75849062476,4.29569974993,7068.18798151,34.7138114769,41.0530590702,12.5663706144,121,1742,2097,5457,3,2,4,23257.3174372,4274.02807604,38301,3891
58,58,93027.1378773,9278.62886596,103804.454491,10866.8525188,15062.1994344,5963.32167354,12219.1326227,4156.64024797,3813.49825842,2753.80445361,4417.91870049,2477.93348025,1266.79541217,1379.82640877,7801.2139222,3130.76448,2546.70284625,2076.2308851,11728.9388232,4560.81557608,2742.08859514,1356.04797426,3.00377024349,2.45414857023,15516.2360222,12.2786614324,41.0629332442,12.5663706144,1029,27760,47751,201302,18,11,63,54241.5754728,7990.88767915,93035,9269
49,49,62634.2215925,6054.49783333,83802.8957346,8694.48141608,18090.9854902,6770.27736501,23995.0626531,5595.58030069,7959.28231901,4186.50308556,6749.59617522,2736.93018042,2386.81141666,1747.99612354,17245.4664779,4621.15442124,5572.47090234,3178.11792364,12012.0922323,3374.72037057,4596.6909126,4891.42073316,7.37124733372,3.78510359129,8025.66892764,42.7935260466,44.0431881682,12.5663706144,411,6633,10671,25030,23,2,13,27086.5796202,3878.28080818,62640,6030
163,163,29793.1548063,3416.36407524,39477.9582019,4783.0456762,11989.0902319,4173.06580581,10705.6980774,2849.50215362,4706.57644135,2595.76717672,2606.40284765,1365.32055974,1227.68520385,1051.59429146,8099.29522976,2303.00716984,3478.8912375,2021.62775134,4633.48607637,1710.64666843,3125.57478183,2628.66095527,10.4391199112,6.3451618069,7962.06868856,49.0352910391,64.8817437537,12.5663706144,180,1883,3186,8082,6,4,2,21139.1714936,4040.7000141,29785,3409
178,178,39233.3246471,4459.03030243,52202.750204,6028.97302525,17610.6777931,5518.83180138,14902.6581384,3537.80939849,6616.21943151,3236.28720526,3600.78502666,1606.18378513,1717.75817099,1257.01101241,11301.8731117,3027.91908729,4898.46126052,2617.09532822,6706.12549538,2210.35362264,3760.30450959,2598.46887489,9.48582071419,5.48938829131,6042.0573498,32.9012392099,52.9634020264,12.5663706144,116,1301,1438,3884,6,3,5,18912.9439365,3223.39610509,39228,4455
185,185,27707.6375046,3380.26433184,37650.4426241,4775.48502904,13697.9061495,4408.70201359,10774.421617,2816.05263846,5309.79720101,2665.33529568,2641.69854212,1270.16911707,1349.25149828,1010.60066363,8132.72307485,2330.07074462,3960.54570273,2126.2339043,4169.49150566,1566.35146419,2675.11278406,1770.59966002,8.53264138357,5.87578605261,7060.2589144,41.236056304,64.1675563224,12.5663706144,107,807,1041,2931,4,4,4,18435.534151,3623.97145772,27707,3373
189,189,44388.0505074,4858.62468745,59373.8665322,6502.56254048,19028.6220231,6265.62774266,17626.7407668,3858.9887333,7498.72932048,3696.96521557,4403.40501013,1871.07998231,2131.06673372,1564.49102603,13223.3357567,3427.0123563,5367.66258676,2918.66248041,8475.89988991,2653.76381352,4338.98828783,3617.27866066,9.50926318061,5.17678071837,6900.79353159,34.4946840765,49.7441843238,12.5663706144,156,1609,1934,4985,8,1,7,20130.2244731,3658.06628024,44386,4842
191,191,26104.9983745,3136.19557832,35182.8202548,4466.06038169,13422.8271681,3872.13689628,9969.18908786,2691.490565,5056.02649463,2326.26417025,2580.59069407,1222.68349278,1376.0108412,935.990675148,7388.59839379,2171.87145746,3680.01565343,1847.66065712,3950.10477714,1430.02443863,2327.01626176,1306.89996027,8.48071980604,5.43273301109,5945.03611794,31.0590376312,61.2105670398,12.5663706144,87,685,865,2750,4,4,4,17201.9040218,3085.27447566,26100,3131
121,121,43709.7816097,4222.94512784,59196.8075929,5979.79925209,16007.0451595,5680.2666161,18178.515223,3985.92564753,6959.10251295,3501.56756082,5311.48603559,2101.26330157,2147.78146301,1525.69126431,12867.0291874,3307.20859838,4811.32104994,2633.54435993,9330.60753768,2689.48387103,3935.4088994,4665.23187836,8.62685208253,4.04181419701,8410.02313922,48.8064522213,38.5470835531,12.5663706144,153,2353,3017,7929,6,1,7,24216.0865628,3612.31368225,43710,4213
133,133,54296.6467057,5307.99849878,74635.7647353,7555.82628957,20335.1299759,7069.79435071,23713.0601881,4930.720473,8932.78059096,4332.13276269,6830.62520845,2580.74008243,2865.70346822,1954.13540528,16882.4349796,4065.40505122,6067.07712274,3210.31661188,11840.8159397,3285.81953502,5140.60597525,6059.04978069,9.25813265542,4.27536095652,7947.91158587,49.0380494398,38.5003149219,12.5663706144,199,2409,3112,7604,10,2,7,22941.1868354,3171.29165607,54289,5278
205,205,52677.3384771,5401.82654125,71861.1894219,7484.48816518,20147.9730606,6850.69696727,22369.5998246,4671.54505116,8410.29429435,4155.09972612,6013.33839883,2349.33200223,2503.98516841,1811.88590462,16356.2614258,4011.60497535,5906.30912594,3203.96368582,10833.4660401,3132.37203457,5309.48012062,5457.23336261,9.84255782271,4.83030916603,7064.95199833,46.7258693595,46.5512960075,12.5663706144,193,2063,2292,6012,12,1,7,21142.6136428,3121.25423483,52666,5375
233,233,47067.119994,3972.24898315,57803.4365238,5354.5133579,5194.31396406,2643.43163748,12127.1044085,3035.17037305,1956.75112937,1477.09717172,3811.98134421,1820.97752069,515.493563885,647.258983845,8315.12306428,2473.78392069,1441.25756549,1149.19940627,6298.61795839,2269.11357159,1621.79370722,924.394147029,2.95360652074,2.15432168395,15637.238173,9.84019343205,65.9405640247,12.5663706144,366,18281,28077,102645,8,5,18,56275.6762598,8674.89637955,47062,3967
