TEA,SLN,AreaSqMi,totalpopE,popunisE,popinsE,priE,pub,bphighE,casthmaE,checkupE,SUM_mhlthE,obseityE,phlthE,sleepE,strokeE,POP,SCHOOLNAME,STD_hel_le,MEAN_hel_l,pharm,clinicct,groc,avgfruits,avgveg
183,183,12.5663706144,47408,10547,36857,18144,21406,21780.6731433,5368.22076537,34464.3830261,7836.37860897,20450.8442224,8256.11776595,18872.3260617,2771.18736149,46676.0278485,Marsalis Elementary School,2.30293421427,72.696408159,7,2,2,163.809995567,169.197532267
210,210,12.5663706144,51986,15164,36808,21460,16924,16674.6566829,4888.23986426,33015.3426351,8760.53674596,19523.3474892,8258.81384099,18654.220249,1700.38351976,51717.5276525,Stemmons Elementary School,2.16199685502,77.5562781516,4,1,4,178.944106568,189.022793369
213,213,12.5663706144,46513,9565,36948,19444,20275,21233.7861657,5316.37254681,34372.0795582,7502.90744268,20068.8600762,7686.70283455,18630.8331317,2501.20380473,46170.4974708,Terry Elementary School,1.79333413388,73.1941139948,5,2,1,178.084822133,183.807145536
215,215,12.5663706144,38107,7989,30110,14542,17565,18359.0618397,4477.24847919,28383.5527406,6439.25431836,17038.9958536,6892.87761792,15602.8942864,2377.84269731,37889.1237384,Thornton Elementary School,2.36418398991,71.3451272533,5,1,2,152.796152423,157.87360157
277,277,12.5663706144,46171,12681,33475,19849,15225,15655.9334857,4473.34225528,29765.2111025,7516.09522794,17390.1802688,7166.33376379,16632.3269646,1667.69086173,45949.4444836,Tolbert Elementary School,1.93298776304,67.489461748,7,2,2,175.617139276,184.496501323
219,219,12.5663706144,51768,11024,40736,21530,21987,22203.7952126,5711.05563623,37142.63508,8284.70503929,21506.7871459,8273.11820783,20201.0853365,2565.37642154,50961.9686244,Turner Elementary School,1.41709514217,64.3269592532,6,1,2,174.141386834,179.333923834
225,225,12.5663706144,58269,14253,43991,24668,21478,21938.0735515,5917.42171582,39532.0919056,9392.8890552,22946.3533548,9185.9068105,21681.7022281,2416.2851558,57636.5699942,Webster Elementary School,1.81441093368,63.8446554592,9,2,4,170.471218198,176.593860446
274,274,12.5663706144,46671,14129,32541,18596,15183,14654.1544335,4347.49646452,29252.0054992,8037.23356477,17588.0223855,7545.9501595,16738.3758529,1484.30446144,46466.1170418,Bethune Elementary School,2.28049307854,77.4811565076,3,1,4,171.741499537,180.441143594
236,236,12.5663706144,24364,7137,17226,9472,8255,7763.63716193,2374.4445742,15641.4330702,4404.58387607,9480.11211834,4031.84803796,9052.01801368,778.045570712,24909.5934922,Cochran Elementary School,2.44591077299,76.5422091258,2,1,2,169.827836212,177.174874295
164,164,12.5663706144,70030,21315,48704,27631,22806,21684.5783515,6324.15485629,43580.854428,11835.9903879,26163.8399954,11285.7241681,24725.876823,2171.12408654,69888.6445183,Jones Elementary School,2.54978781175,77.8839747042,12,4,8,170.940161787,177.53163305
287,287,12.5663706144,64443,19505,44922,25541,21020,19970.5703969,5895.30176344,40146.5176907,11029.9632851,24171.3263074,10440.238807,22924.0743624,2007.70955206,64349.1422857,Soto Jr. Elementary School,2.26608363752,78.1852933233,7,2,6,168.520619505,175.286020449
114,114,12.5663706144,56377,15624,40747,15449,26838,26839.2780646,6555.05949553,40663.8592027,10346.7591425,25668.905308,11325.7538711,23302.7708554,3772.75662108,56197.1206355,Bryan Elementary School,2.37429703,71.677891968,8,1,4,135.77064027,139.041321271
115,115,12.5663706144,70732,19976,50757,22630,29840,28576.4785077,7337.92919251,47851.3916867,12298.3528317,29524.3957702,12809.6838616,27257.2867739,3630.92396479,70150.0198985,Budd Elementary School,2.3136310334,73.583727268,14,4,9,146.249139842,151.526517253
118,118,12.5663706144,34497,8995,25495,9157,16992,17264.3609525,4215.59626953,25529.397037,6529.26981435,16305.5554663,7101.03621239,14716.9106879,2471.03990877,34433.0752196,Bushman Elementary School,1.70782954003,70.678480164,6,0,3,129.506311097,131.49288455
6,6,12.5663706144,56041,7276,48758,40358,13985,15726.9810785,4129.66816748,33973.2354532,5773.62401864,14208.4998749,5453.33687178,14915.1313838,1386.57048494,56031.3973144,Hillcrest High School,3.39857462739,69.4177934628,49,8,9,240.041648494,239.939547977
15,15,12.5663706144,19767,6124,13640,6313,7691,7027.63664899,2206.18960501,14024.8886943,4064.62939027,8483.91403188,3621.34671256,8137.85364472,703.614864663,23300.7105642,Seagoville High School,1.72266388196,58.5351357001,2,1,1,166.777239836,174.205444426
380,380,12.5663706144,7900,1584,6315,3295,3329,3155.29799948,704.895643756,4830.60395783,968.726139014,2767.3399431,1089.11203143,2542.47238907,389.904522476,7892.5056696,Wilmer-Hutchins High School,2.81486414324,75.1377060706,2,1,0,162.071509408,173.251404465
23,23,12.5663706144,38853,8437,30421,15793,16713,16416.8214559,4483.52675098,27668.9963852,6624.02562614,16635.5249666,6320.13017583,15606.8255233,1853.58550468,38743.6512299,Carter High School,1.42506854205,70.5373867577,15,2,3,154.564718927,157.24951445
32,32,12.5663706144,43740,11410,32315,16480,16742,17455.7842842,4625.9171419,29720.2007909,7411.43742863,17964.3063246,7415.85792229,16892.2976178,2171.78590705,43360.3239853,Madison High School,4.12360155504,55.1438887735,27,15,6,148.552082543,155.741590185
24,24,12.5663706144,102076,13087,88973,75641,18154,21539.4939511,7443.75976611,57940.7227025,10821.800765,25930.6532236,8195.71647069,28488.3575832,1642.6002983,101758.784649,North Dallas High School,2.56779289946,60.0226809719,45,9,19,219.450879108,229.183263296
22,22,12.5663706144,68947,14749,54185,39010,17186,19532.2429347,5988.10244083,43638.1006369,9589.23709922,22441.5971591,8472.870471,22544.5519613,1806.65278075,68742.1334285,Wilson High School,3.8647593327,66.735844544,17,5,10,192.685696843,202.331353109
12,12,12.5663706144,32604,9634,22965,12348,11525,12073.0926508,3215.93873691,21603.1314658,5571.78773767,12975.2409069,5625.33683196,12069.5528813,1412.45091164,32584.1447808,Pinkston High School,2.38444026886,59.3596631942,12,9,4,163.641060822,169.125301128
2,2,12.5663706144,57856,14983,42859,24862,19522,20088.9280293,5397.30036518,37816.0081954,9077.59689338,21905.6714138,8949.73053254,20803.3688263,2181.51760547,57573.7114369,Adamson High School,2.58913968364,64.3865515963,13,4,10,167.016370179,174.674864763
18,18,12.5663706144,79721,21294,58414,35004,25629,25308.9302771,7051.71683626,50367.8395235,12701.8421557,29256.8177873,12401.8796783,27631.5292097,2525.49586759,79502.0344596,Sunset High School,2.37277950548,75.0288435906,17,5,13,174.427037806,182.348481676
1,1,12.5663706144,67999,17006,50988,33212,21388,31053.5691603,8723.40309031,59924.9673854,14417.2630886,32661.0054175,13879.8791261,31841.4829071,3263.99507077,90583.5776036,Adams High School,1.42873804489,77.9568722679,12,1,7,189.594200875,197.105537011
8,8,12.5663706144,51448,13593,37838,22046,17604,18563.2767874,5132.55787089,34339.8748545,8383.14897603,19961.4940004,8163.54408615,18975.5710264,2010.34443305,51300.9989399,Kimball High School,1.82987875573,64.343112494,11,2,4,170.609710089,177.804131386
5,5,12.5663706144,45314,13500,31805,18344,14707,14322.7721177,4239.85690663,28526.1660547,7754.0991535,17058.6794815,7274.43941303,16263.3454871,1452.8022071,45071.0144626,Molina High School,2.40068980082,77.3118800564,3,1,4,174.138011971,183.596348193
60,60,12.5663706144,69061,18561,50506,21690,31079,29849.2904535,7529.96506577,47915.2670556,12133.7149904,29581.2596839,12813.3485927,27191.5131096,3964.69659707,68126.0452554,Storey Middle School,2.27457707306,73.048871497,11,2,7,146.95752469,151.915968238
44,44,12.5663706144,55816,17131,38674,28453,13464,16604.4085575,4703.98381572,35543.6856385,7941.82131483,18160.3269944,7400.05318707,17943.9828712,1452.72519125,55711.3808976,Cary Middle School,2.0312658253,75.5064828574,9,1,5,240.247340754,245.138447378
54,54,12.5663706144,45647,6533,39097,33716,9329,9730.96481239,2406.07516905,21078.4256954,3158.9570751,8380.35896011,3221.20454651,8729.74364924,828.739432235,45539.8944849,Marsh Preparatory Academy Middle School,2.11484411134,72.2360234372,11,2,4,240.254271895,242.894399811
56,56,12.5663706144,53276,9790,43481,36247,11300,14627.8211854,4202.66105351,34225.5341031,5840.24840834,14549.674402,5065.36787942,15624.8578472,1176.34537039,53302.9434409,Walker Middle School,2.50855367157,72.3546749956,12,0,5,251.942373116,253.0836557
83,83,12.5663706144,82453,14347,68109,53162,21194,22635.2741014,6626.31879422,50706.2881688,9966.59773242,23428.1489349,8634.90506269,24738.2165943,1999.90664546,81846.6784731,Tasby Middle School,2.66002085825,59.8651330729,49,8,12,216.706470378,214.181240022
46,46,12.5663706144,65520,19554,45942,22928,24768,22273.4250501,6510.11492244,40811.4696399,11486.2847015,25542.9025546,10800.6581423,23898.566529,2419.21522059,65188.2630165,Young Men's Leadership Academy at Fred F. Florence Middle School,1.89101427071,72.3089739984,9,2,5,163.944454408,172.499063943
45,45,12.5663706144,40885,13651,27230,11722,16303,14734.8923605,4240.25148603,26695.0362148,7555.25187422,16761.1891675,7245.16391816,15726.9013653,1700.6515595,40826.3332581,Comstock Middle School,1.87959448007,75.3580273318,3,0,5,144.488209832,148.251294409
52,52,12.5663706144,59038,18784,40241,20940,20709,20727.6294111,5882.54031435,38579.680035,10255.5931618,23404.3818065,9820.15739366,22333.4359899,2246.62717852,58950.0708958,Piedmont Global Academy Middle School,2.24874520005,75.2328789773,11,1,8,159.275551163,167.353967433
352,352,12.5663706144,53088,16627,36449,17937,19865,16366.9624291,4957.01427068,30573.3954324,8851.49750697,19160.620885,8152.40407331,18103.2268977,1757.76354961,52881.2436587,Young Women's STEAM Academy at Balch Springs Middle School,1.77849314502,70.9649725643,10,2,2,164.6963903,171.661328679
42,42,12.5663706144,51714,10979,40733,21455,22067,22276.2386577,5724.64247251,37172.8388212,8288.95219871,21544.891922,8283.62588541,20225.9403162,2578.93305086,50919.5447239,Atwell Middle School,1.35283243784,64.6985612244,6,1,2,174.195037947,179.376755152
58,58,12.5663706144,104113,13479,90618,76459,18759,22677.0451985,7859.86895189,60803.5099333,11418.6760033,27268.7675594,8685.63840461,29806.0937482,1742.22919684,103804.454491,Spence Middle School,2.62319971489,60.4502562126,44,9,18,217.914653861,228.715359135
49,49,12.5663706144,84070,22353,61722,36469,27633,27252.2700069,7534.04512451,53559.633978,13313.595899,31039.8519517,13060.2278665,29363.2970827,2766.98362962,83802.8957346,Greiner Middle School,2.2133120861,74.6650790265,22,5,16,174.64809491,182.583296094
163,163,12.5663706144,39596,11617,27969,12429,16375,17083.6111354,4283.43745795,27603.5204763,6893.8485022,17083.5623171,7253.88519773,15819.1245436,2247.1636595,39477.9582019,Cedar Crest Elementary School,2.63904841075,67.3610093175,7,4,3,142.172916983,146.393877209
178,178,12.5663706144,52645,13517,39117,15902,24882,25140.3492255,6156.88705691,38235.0768206,9469.67745629,23759.2455914,10277.7738064,21661.0680604,3492.69309451,52202.750204,Holland at Lisbon Elementary School,2.36301272552,71.4311055056,9,2,4,138.899271522,142.775944927
185,185,12.5663706144,37672,10103,27553,10150,18263,18665.8351497,4516.21504671,27648.4273381,7095.54081269,17715.777719,7785.42551458,15948.4348751,2687.18617944,37650.4426241,Miller Elementary School,2.07432557224,70.8591385669,5,0,1,132.800979614,134.405578423
189,189,12.5663706144,60259,15441,44805,19872,27402,26781.2926939,6688.48014476,42470.6265554,10478.3321425,26032.6284906,11083.3939921,23882.4552991,3538.94162171,59373.8665322,Oliver Elementary School,2.38648614489,72.8536299503,10,3,4,154.344584624,159.646864752
191,191,12.5663706144,35381,9135,26241,9334,17564,17533.409245,4354.35456322,26160.0960624,6691.59950834,16672.7484638,7152.9920916,15122.3763997,2467.61993843,35182.8202548,Pease Elementary School,1.63585572467,70.4395373785,7,0,4,127.703024581,130.817088716
121,121,12.5663706144,60050,14400,45633,24855,23209,23334.4414491,6175.7211035,41053.5022129,9700.28936592,23898.130641,9622.23876414,22481.3879263,2656.52860334,59196.8075929,Carpenter Elementary School,1.77971717675,64.78361092,10,3,3,171.104043195,176.925485338
133,133,12.5663706144,75552,19169,56380,28931,30179,28956.9204158,7653.59681756,50745.003285,12584.5659109,30176.8119074,12731.862852,28181.5562248,3409.95647443,74635.7647353,Jordan Elementary School,1.95473158298,73.6051634713,14,3,8,167.44547797,174.035811749
205,205,12.5663706144,72818,19001,53806,25312,31024,29588.1816879,7603.75302669,49632.7388851,12368.9367124,30023.5352744,12819.768338,27846.9903846,3706.66065168,71861.1894219,Russell Elementary School,1.99442073232,74.148780211,10,3,6,156.050048519,161.907931162
233,233,12.5663706144,57807,10756,47033,39634,11165,13048.3051657,3816.97606431,30764.3931594,5392.12480882,13375.1323479,4627.23785988,14344.1945817,1059.33735097,57803.4365238,N. Adams Elementary School,2.41549733747,65.3446753496,15,1,5,239.647266585,242.509470488
120,120,12.5663706144,58543,21598,36933,24351,14831,16594.0466764,4888.68221469,35113.2174926,8845.55749694,19462.664223,8113.41178818,19180.2645477,1515.57248565,58362.7846229,Caillet Elementary School,2.86139143261,71.3367602892,9,3,6,203.258356018,204.356884509
135,135,12.5663706144,50242,11342,38888,30776,11783,12235.1344158,3238.43318357,26102.4437511,4949.51961886,12023.7813559,4834.98013183,12192.0279232,1093.58703644,50041.4169625,DeGolyer Elementary School,2.49327244273,75.2253981324,11,3,4,228.60763966,230.879237849
148,148,12.5663706144,45129,6085,39025,34064,8844,8707.2921841,2174.19207302,19232.6679947,2765.58838462,7414.88953032,2780.54500598,7863.62636548,738.389027899,45059.4479532,Gooch Elementary School,2.20340935508,68.8761080892,12,2,3,239.880326865,242.782915329
182,182,12.5663706144,43199,10806,32383,24490,10523,9065.77951652,2461.0257056,19184.543173,3959.63485449,9328.42923595,3812.81128069,9432.47767559,832.608330259,42941.6150216,Marcus Elementary School,2.64933254374,70.3114968113,11,3,4,205.700297947,208.234318273
193,193,12.5663706144,33632,1477,32145,29448,7325,10411.6095912,2409.30166491,22725.5588147,2680.99455872,7769.13087792,2869.66462539,8191.47787353,826.395906007,33636.8996591,Pershing Elementary School,2.09937707928,82.4992084252,9,0,5,264.773062744,270.193876032
224,224,12.5663706144,44343,10159,34170,27336,10325,13465.7593598,3636.32945351,29136.7960241,5570.15523768,13439.3736074,5335.82873456,13489.56926,1144.89100825,44282.9010598,Walnut Hill Elementary School,1.98728621638,79.6067314582,9,1,5,250.158531531,255.225162847
230,230,12.5663706144,43005,6187,36810,31580,9277,11778.5436828,2911.73297577,25433.6057258,3827.33863989,10171.5696985,3923.66239294,10543.3234738,1006.41160929,42965.7087361,Withers Elementary School,2.22525143715,77.4315189898,9,3,3,245.494824889,248.270269695
195,195,12.5663706144,44885,2814,42067,37857,9565,11486.9006086,2772.78975246,25220.775408,3287.47304326,9130.67322337,3337.33287207,9620.59706607,936.233450983,44887.5048927,Preston Hollow Elementary School,2.76370320962,78.8729222167,34,2,9,254.593156399,258.155488482
176,176,12.5663706144,82101,14274,67823,52937,21145,22563.925205,6592.50672425,50484.8088488,9913.35135817,23312.8652664,8602.25933503,24612.2197924,1994.32049463,81534.6358141,Lowe Sr. Elementary School,2.89461315573,59.774473579,49,8,12,217.136991828,214.78199213
286,286,12.5663706144,74992,15390,59608,44245,20849,23464.3207549,6637.93457849,49944.9288007,10032.2951863,23795.3676381,8981.49254293,24682.7445582,2130.91694098,74940.964482,McShan Jr. Elementary School,3.4822343233,59.2770510719,61,8,9,216.421756661,215.778129132
141,141,12.5663706144,76704,13257,63450,49771,19473,21147.4317819,6354.20578446,48416.7889824,9544.24856178,22267.8080846,8102.05909042,23666.8974625,1837.17893863,76132.5625524,Stone Elementary School at Vickery Meadow,2.04865491359,61.6294718636,43,7,12,217.719883865,216.328153888
101,101,12.5663706144,65576,21256,44295,21471,24343,23314.6764759,6717.01045006,42621.2610888,11991.0316318,26724.7933676,11446.3680361,25052.7951542,2606.17841128,65389.099687,J.Q. Adams Elementary School,1.6906119304,75.4284850075,13,2,10,157.479304432,164.499969423
104,104,12.5663706144,54483,17634,36823,17516,20475,18212.0900497,5317.87229756,33247.092825,9667.09263469,21229.552833,9198.16830101,19688.0085073,2011.38951736,54255.0190383,Anderson Elementary School,1.5145421787,74.9646540722,12,2,5,160.851634998,167.897387145
110,110,12.5663706144,72657,21952,50690,26400,26153,25724.5096704,7398.30946655,47507.8228932,12938.8300507,29309.0012216,12278.1532675,27684.5481901,2780.69806052,72411.4215623,Blanton Elementary School,1.89389337976,75.1608531742,12,1,9,165.113921968,175.320170903
276,276,12.5663706144,46968,15217,31737,15232,17540,14471.7578003,4356.02005575,26848.7248152,7904.0073164,17070.8242862,7349.80519961,15985.065828,1568.46458523,46762.5890147,Cuellar Sr. Elementary School,1.62139312667,73.7910790871,9,2,2,161.460638293,168.008330859
137,137,12.5663706144,46102,15125,30955,14380,17358,15567.0041306,4586.95894997,28382.481662,8442.17007659,18309.850368,7996.28976269,16952.4807607,1730.03995417,45886.1157141,Dorsey Elementary School,1.22248480339,75.0879049965,6,2,3,156.555364951,163.191256967
156,156,12.5663706144,61080,19805,41257,20128,22537,21628.3759539,6176.31278138,39650.1172395,11050.6281117,24713.2443891,10617.9916333,23232.9213833,2424.22064241,60981.5293113,Hawthorne Elementary School,1.88768776672,75.1310437155,8,1,8,153.233023539,159.747445582
170,170,12.5663706144,32494,10794,21694,10581,11623,9644.44993661,2975.46866923,18224.9371959,5450.47684468,11547.6711507,4967.72817389,10883.1068801,1030.1565376,32357.5857988,Lagow Elementary School,1.7561284431,74.4051917027,6,2,0,160.538226305,166.823179296
180,180,12.5663706144,56204,18687,37494,17560,20973,19954.1135946,5789.49656483,36336.3670044,10462.8892154,23032.9864776,9995.9261318,21454.7644285,2247.85323237,56006.9063408,Macon Elementary School,1.29506411339,75.5622645829,8,1,8,156.619874164,162.983147441
237,237,12.5663706144,60576,17923,42641,21392,23005,19880.5456918,5878.42223252,36693.3377907,10325.6046325,22796.0097583,9615.91693131,21436.3587265,2141.6534866,60278.0657749,Runyon Elementary School,1.92176014876,71.1198342532,12,2,3,166.007923061,174.01006435
234,234,12.5663706144,41628,13811,27816,12371,16338,14923.1464962,4286.02185613,27124.2358693,7656.19843342,17013.0116582,7343.59475728,15992.4486064,1719.44184163,41559.2830555,Gonzalez Personalized Learning Academy,2.19231953358,74.881405742,4,0,5,142.907646805,145.328155039
161,161,12.5663706144,49211,16186,33018,15331,18745,17525.1921708,5010.54919702,31969.3010545,8991.41480891,20011.1296144,8651.98802689,18805.9997972,2003.2447132,49149.7494672,Ireland Elementary School,2.03352416577,74.978115491,7,1,7,146.686856419,150.562147778
207,207,12.5663706144,63623,20135,43477,22442,22557,22364.5360714,6380.5979609,41559.9386626,11149.2405932,25375.4886602,10628.8153434,24150.7135432,2426.04415396,63494.7808949,San Jacinto Elementary School,2.20428402926,75.2964805487,12,1,8,159.985858323,168.665798804
222,222,12.5663706144,52109,15007,37101,21232,17563,18548.8053291,5145.49605944,34718.0474077,8505.84639482,19984.5225521,8253.14067593,19439.1557722,1981.11369328,52091.7531677,Urban Park Elementary School,2.16747594626,75.6644490387,12,2,3,165.613229233,172.740055999
303,303,12.5663706144,55926,18468,37447,18785,19940,19480.052694,5522.38291611,36179.5622367,9861.79467485,22217.0683353,9518.69422042,21043.2678261,2142.56442853,55889.5969366,Richardson Elementary School,2.07289980551,74.9761866749,9,1,8,152.880654844,159.821812008
119,119,12.5663706144,55368,10828,44520,35549,12727,8101.98333113,2153.96947086,17351.5533325,3318.07535562,7984.10018339,3202.48874094,8136.33599065,720.103129313,55093.3338513,Chapel Hill Elementary School,2.44059379149,71.4804281891,14,3,4,222.918716367,225.051801126
279,279,12.5663706144,58957,9631,49320,40365,12247,17378.5520024,5179.08061938,40280.2632258,7673.83560935,18885.2394524,6462.15180828,19866.6538266,1366.08941467,67227.5805421,Junkins Elementary School,2.23564330691,75.2115413616,20,0,2,219.9864234,233.580003182
304,304,12.5663706144,54302,8821,45470,37558,10879,7116.78696301,2260.46637165,17605.602646,3322.33037678,8012.5635182,2706.70053224,8753.27385925,564.882267097,54274.7024982,Bush Elementary School,2.32095984272,64.805538011,11,1,1,226.084286611,234.722294113
154,154,12.5663706144,73884,20799,53079,32706,24015,33820.8665792,9548.50704856,66147.6028196,16022.9704399,35859.5796997,15381.4996631,35293.3670857,3532.95001404,101002.257135,Smith Elementary School,1.17209716973,77.5196788138,8,2,4,184.256145249,189.700972045
126,126,12.5663706144,9725,1989,7734,4430,3859,5495.72020875,1669.10590633,10857.6972158,3000.82505692,6292.07845719,2743.47608803,6019.25847072,545.852568432,17288.8588016,Central Elementary School,0.869170591045,76.0343932695,0,0,0,182.080402561,194.824140145
208,208,12.5663706144,6075,1296,4778,2669,2476,3047.97747073,930.220718374,6024.02434269,1668.99941932,3502.53180454,1517.4503389,3367.66729727,303.80005282,9699.13761926,Seagoville Elementary School,0.827791093957,76.2639095835,0,0,0,177.784640174,187.852324802
244,244,12.5663706144,14366,3850,10515,4931,6132,7074.39920858,2210.25506391,14049.9625713,4080.74219639,8409.06922266,3669.44623312,8066.40443575,714.067516414,22627.4070955,Seagoville North Elementary,0.767649473577,67.3098183271,1,1,0,170.683302254,180.252177667
173,173,12.5663706144,50200,13743,36435,21866,16027,16955.0857865,4613.97038958,32539.5213997,7946.57805758,18734.8205893,7811.79331466,17731.863188,1801.4232361,50067.5874717,Lanier Elementary School,2.36837073328,64.3363169337,20,9,10,166.754083515,172.943586007
194,194,12.5663706144,48939,7484,41443,35279,9587,10462.3977058,2953.59429841,23855.6312624,4399.73528908,11154.9613787,3943.66829658,11537.9406959,874.732862761,48918.6209369,Polk Elementary School,2.30679177393,64.0397328882,27,7,8,223.449124774,233.489433092
107,107,12.5663706144,55615,22560,33052,20360,14176,15854.876385,4842.35329043,33796.2311509,9143.2157347,19777.5173269,8214.99711203,19285.5582386,1436.64848107,55467.5534745,May Elementary School,2.55826357531,64.5353714878,10,2,5,196.084654193,199.579752157
13,13,12.5663706144,40636,11553,29068,14227,15663,16307.5323911,4176.75612572,27681.4955408,6799.39443356,16787.593179,6962.60558046,15728.5124498,2027.92951661,40484.7920197,Roosevelt High School,2.76590358757,64.3180920308,8,4,2,149.279572592,154.396109664
16,16,12.5663706144,65200,16735,48456,21878,29186,28265.7082977,7102.27563978,45534.0330544,11231.3905404,27777.3561453,11824.8722978,25559.9490694,3674.35319134,64282.9360998,South Oak Cliff High School,2.2607007477,73.3879096186,14,4,7,156.191260227,161.662577017
7,7,12.5663706144,53602,15849,37741,28170,12861,15972.4271846,4499.95215543,34281.6047565,7500.41694423,17258.8784331,7004.23717894,17094.4051245,1388.2678365,53508.3262689,Jefferson High School,1.98434182595,76.0704259881,9,1,5,242.429357445,247.352494133
21,21,12.5663706144,50370,8572,41787,35740,9839,11676.4634162,3187.32004129,26598.8896658,4380.60348166,11160.4079157,4000.46157053,11839.8990276,971.272478848,50369.975334,White High School,2.34740317728,66.9864003982,14,1,5,241.042370351,243.79435402
28,28,12.5663706144,81194,15627,65576,49670,21821,24167.3224038,7041.72309912,53318.2411356,10612.8052399,25038.4018309,9278.10721272,26193.2022827,2156.8868042,81105.1122515,Conrad High School,2.78962076758,58.504068552,47,8,10,213.476366362,210.250299279
14,14,12.5663706144,74435,23023,51386,26429,26840,26226.152179,7591.25809095,48487.8523958,13369.7611566,30106.8602107,12654.2468765,28381.7629313,2832.29800489,74151.8096566,Samuell High School,1.79692165091,75.3133162574,14,2,9,163.512333478,173.084081891
17,17,12.5663706144,43042,14130,28894,13536,16058,14102.4889244,4184.66788848,25828.9672742,7728.4809276,16678.4476429,7284.73293205,15455.0801199,1553.96029165,42831.7857606,Spruce High School,1.37175391585,74.9172573405,6,2,3,156.642324238,163.317641208
25,25,12.5663706144,59034,16138,42897,25339,19807,22183.897065,6250.18345486,41708.2842067,10206.5943587,23846.7426056,9722.67608227,23312.9984609,2334.65071186,62161.0740642,Skyline High School,2.06659358485,76.4232808358,13,2,5,174.807266647,182.653989626
9,9,12.5663706144,25026,6775,18248,6449,12415,12117.1478707,3002.35634516,18214.8059891,4680.98178178,11591.0930522,5048.41385809,10571.792288,1683.5100524,24948.3611295,Lincoln High School,2.92004373706,70.5295039827,11,7,3,121.285172792,122.960162882
206,206,12.5663706144,55620,11140,44485,32508,14909,19989.658196,5671.84604481,40316.982918,8552.18377301,20479.1654082,8014.93607898,20464.166768,1961.75628682,59740.715981,Sanger Preparatory School,2.95742152647,72.7724717112,16,1,5,202.878377026,211.428936418
263,263,12.5663706144,31536,8355,23163,8652,15244,15789.4417888,3815.39965852,23273.2326952,5949.4984286,14896.8177371,6536.86668911,13420.2864838,2282.22873273,31516.925797,Starks Elementary School,2.04604469316,70.8216477601,5,0,1,132.743874707,133.732207439
51,51,12.5663706144,50355,14047,36297,13499,24076,24169.3836348,5889.30535745,36421.4978749,9328.10732691,23152.7264698,10215.4689502,20955.2261046,3419.5263305,50261.0264118,Holmes Middle School,2.27576262392,71.4122861845,6,1,3,134.877837863,137.629998249
273,273,12.5663706144,67763,20942,46800,23363,25157,23256.6594711,6775.05936113,42640.2645081,12013.9428105,26786.8428079,11348.953595,25045.9877807,2530.45593418,67450.4801697,Pleasant Grove Elementary School,1.74123555071,74.663805377,13,2,7,162.105654543,170.374507882
